codigoPostal,ciudad,estadoNombreCorto
25886,,Coahuila
25887,,Coahuila
25890,,Coahuila
25893,,Coahuila
25894,,Coahuila
25895,,Coahuila
25896,,Coahuila
25897,,Coahuila
25900,Ramos Arizpe,Coahuila
25902,Ramos Arizpe,Coahuila
25903,Ramos Arizpe,Coahuila
25904,Ramos Arizpe,Coahuila
25905,Ramos Arizpe,Coahuila
25908,Ramos Arizpe,Coahuila
25909,Ramos Arizpe,Coahuila
25910,,Coahuila
25913,,Coahuila
25914,,Coahuila
25915,,Coahuila
25916,,Coahuila
25917,,Coahuila
25918,,Coahuila
25925,,Coahuila
25927,,Coahuila
25929,,Coahuila
25930,,Coahuila
25932,,Coahuila
25933,,Coahuila
25934,,Coahuila
25935,,Coahuila
25936,,Coahuila
25937,,Coahuila
25942,,Coahuila
25943,,Coahuila
25944,,Coahuila
25946,,Coahuila
25947,,Coahuila
25950,,Coahuila
25952,,Coahuila
25953,,Coahuila
25954,,Coahuila
25955,,Coahuila
25956,,Coahuila
25960,,Coahuila
25970,,Coahuila
25974,,Coahuila
25975,,Coahuila
25976,,Coahuila
25977,,Coahuila
25978,,Coahuila
25980,,Coahuila
25984,,Coahuila
25985,,Coahuila
25986,,Coahuila
25987,,Coahuila
25989,,Coahuila
25990,,Coahuila
25993,,Coahuila
26000,Piedras Negras,Coahuila
26010,Piedras Negras,Coahuila
26013,Piedras Negras,Coahuila
26014,Piedras Negras,Coahuila
26015,Piedras Negras,Coahuila
26016,Piedras Negras,Coahuila
26017,Piedras Negras,Coahuila
26018,Piedras Negras,Coahuila
26020,Piedras Negras,Coahuila
26025,Piedras Negras,Coahuila
26030,Piedras Negras,Coahuila
26033,Piedras Negras,Coahuila
26034,Piedras Negras,Coahuila
26035,Piedras Negras,Coahuila
26040,Piedras Negras,Coahuila
26050,Piedras Negras,Coahuila
26060,Piedras Negras,Coahuila
26063,Piedras Negras,Coahuila
26064,Piedras Negras,Coahuila
26065,Piedras Negras,Coahuila
26068,Piedras Negras,Coahuila
26069,Piedras Negras,Coahuila
26070,Piedras Negras,Coahuila
26073,Piedras Negras,Coahuila
26080,Piedras Negras,Coahuila
26083,Piedras Negras,Coahuila
26085,Piedras Negras,Coahuila
26086,Piedras Negras,Coahuila
26088,Piedras Negras,Coahuila
26089,Piedras Negras,Coahuila
26090,Piedras Negras,Coahuila
26092,Piedras Negras,Coahuila
26093,Piedras Negras,Coahuila
26094,Piedras Negras,Coahuila
26095,Piedras Negras,Coahuila
26096,Piedras Negras,Coahuila
26099,Piedras Negras,Coahuila
26110,,Coahuila
26114,,Coahuila
26119,,Coahuila
26120,,Coahuila
26133,,Coahuila
26137,,Coahuila
26140,,Coahuila
26170,Nava,Coahuila
26172,Nava,Coahuila
26173,Nava,Coahuila
26174,Nava,Coahuila
26175,Nava,Coahuila
26176,Nava,Coahuila
26177,Nava,Coahuila
26180,,Coahuila
26183,,Coahuila
26184,,Coahuila
26185,,Coahuila
26186,,Coahuila
26190,,Coahuila
26196,,Coahuila
26200,Ciudad Acuña,Coahuila
26210,Ciudad Acuña,Coahuila
26215,Ciudad Acuña,Coahuila
26220,Ciudad Acuña,Coahuila
26230,Ciudad Acuña,Coahuila
26233,Ciudad Acuña,Coahuila
26234,Ciudad Acuña,Coahuila
26235,Ciudad Acuña,Coahuila
26236,Ciudad Acuña,Coahuila
26237,Ciudad Acuña,Coahuila
26238,Ciudad Acuña,Coahuila
26239,Ciudad Acuña,Coahuila
26240,Ciudad Acuña,Coahuila
26248,Ciudad Acuña,Coahuila
26249,Ciudad Acuña,Coahuila
26250,Ciudad Acuña,Coahuila
26260,Ciudad Acuña,Coahuila
26263,Ciudad Acuña,Coahuila
26264,Ciudad Acuña,Coahuila
26269,Ciudad Acuña,Coahuila
26270,Ciudad Acuña,Coahuila
26272,Ciudad Acuña,Coahuila
26278,Ciudad Acuña,Coahuila
26279,Ciudad Acuña,Coahuila
26280,Ciudad Acuña,Coahuila
26282,Ciudad Acuña,Coahuila
26283,Ciudad Acuña,Coahuila
26284,Ciudad Acuña,Coahuila
26284,,Coahuila
26288,Ciudad Acuña,Coahuila
26289,Ciudad Acuña,Coahuila
26290,Ciudad Acuña,Coahuila
26293,Ciudad Acuña,Coahuila
26299,Ciudad Acuña,Coahuila
26300,,Coahuila
26302,,Coahuila
26304,,Coahuila
26305,,Coahuila
26308,,Coahuila
26309,,Coahuila
26310,,Coahuila
26315,,Coahuila
26320,,Coahuila
26328,,Coahuila
26340,Ciudad Melchor Múzquiz,Coahuila
26342,Ciudad Melchor Múzquiz,Coahuila
26342,,Coahuila
26343,Ciudad Melchor Múzquiz,Coahuila
26344,Ciudad Melchor Múzquiz,Coahuila
26345,,Coahuila
26346,,Coahuila
26348,,Coahuila
26350,,Coahuila
26356,,Coahuila
26360,,Coahuila
26363,,Coahuila
26365,,Coahuila
26366,,Coahuila
26370,,Coahuila
26380,,Coahuila
26383,,Coahuila
26384,,Coahuila
26400,,Coahuila
26401,,Coahuila
26405,,Coahuila
26406,,Coahuila
26409,,Coahuila
26410,,Coahuila
26411,,Coahuila
26412,,Coahuila
26415,,Coahuila
26416,,Coahuila
26420,,Coahuila
26423,,Coahuila
26429,,Coahuila
26431,,Coahuila
26435,,Coahuila
26450,Zaragoza,Coahuila
26452,Zaragoza,Coahuila
26453,Zaragoza,Coahuila
26460,,Coahuila
26463,,Coahuila
26464,,Coahuila
26465,,Coahuila
26467,,Coahuila
26470,,Coahuila
26477,,Coahuila
26485,,Coahuila
26486,,Coahuila
26500,Morelos,Coahuila
26506,,Coahuila
26507,,Coahuila
26510,,Coahuila
26513,,Coahuila
26514,,Coahuila
26515,,Coahuila
26516,,Coahuila
26517,,Coahuila
26520,,Coahuila
26524,,Coahuila
26525,,Coahuila
26526,,Coahuila
26530,Allende,Coahuila
26532,Allende,Coahuila
26533,Allende,Coahuila
26534,Allende,Coahuila
26534,,Coahuila
26540,,Coahuila
26543,,Coahuila
26544,,Coahuila
26545,,Coahuila
26546,,Coahuila
26547,,Coahuila
26550,,Coahuila
26553,,Coahuila
26554,,Coahuila
26555,,Coahuila
26556,,Coahuila
26557,,Coahuila
26563,,Coahuila
26564,,Coahuila
26565,,Coahuila
26566,,Coahuila
26567,,Coahuila
26570,,Coahuila
26573,,Coahuila
26574,,Coahuila
26575,,Coahuila
26577,,Coahuila
26580,,Coahuila
26584,,Coahuila
26590,,Coahuila
26593,,Coahuila
26595,,Coahuila
26596,,Coahuila
26600,,Coahuila
26603,,Coahuila
26604,,Coahuila
26605,,Coahuila
26606,,Coahuila
26607,,Coahuila
26610,,Coahuila
26613,,Coahuila
26614,,Coahuila
26616,,Coahuila
26617,,Coahuila
26620,,Coahuila
26623,,Coahuila
26624,,Coahuila
26625,,Coahuila
26626,,Coahuila
26627,,Coahuila
26630,,Coahuila
26634,,Coahuila
26635,,Coahuila
26636,,Coahuila
26637,,Coahuila
26640,,Coahuila
26643,,Coahuila
26646,,Coahuila
26650,,Coahuila
26659,,Coahuila
26670,,Coahuila
26690,,Coahuila
26695,,Coahuila
26700,Sabinas,Coahuila
26710,Sabinas,Coahuila
26719,Sabinas,Coahuila
26720,Sabinas,Coahuila
26729,Sabinas,Coahuila
26730,Sabinas,Coahuila
26736,Sabinas,Coahuila
26737,Sabinas,Coahuila
26739,Sabinas,Coahuila
26740,Sabinas,Coahuila
26741,Sabinas,Coahuila
26747,Sabinas,Coahuila
26748,Sabinas,Coahuila
26749,Sabinas,Coahuila
26750,Sabinas,Coahuila
26759,Sabinas,Coahuila
26760,Sabinas,Coahuila
26763,Sabinas,Coahuila
26764,Sabinas,Coahuila
26765,Sabinas,Coahuila
26766,Sabinas,Coahuila
26768,Sabinas,Coahuila
26769,Sabinas,Coahuila
26770,Sabinas,Coahuila
26779,Sabinas,Coahuila
26780,Sabinas,Coahuila
26788,Sabinas,Coahuila
26790,Sabinas,Coahuila
26799,Sabinas,Coahuila
26800,Nueva Rosita,Coahuila
26809,Nueva Rosita,Coahuila
26810,Nueva Rosita,Coahuila
26813,Nueva Rosita,Coahuila
26820,Nueva Rosita,Coahuila
26825,Nueva Rosita,Coahuila
26830,Nueva Rosita,Coahuila
26832,Nueva Rosita,Coahuila
26834,Nueva Rosita,Coahuila
26840,Nueva Rosita,Coahuila
26843,Nueva Rosita,Coahuila
26850,Nueva Rosita,Coahuila
26860,Nueva Rosita,Coahuila
26862,Nueva Rosita,Coahuila
26870,Nueva Rosita,Coahuila
26875,Nueva Rosita,Coahuila
26879,Nueva Rosita,Coahuila
26880,Nueva Rosita,Coahuila
26885,Nueva Rosita,Coahuila
26886,Nueva Rosita,Coahuila
26890,Nueva Rosita,Coahuila
26900,,Coahuila
26903,,Coahuila
26908,,Coahuila
26910,,Coahuila
26930,,Coahuila
26940,,Coahuila
26942,,Coahuila
26943,,Coahuila
26950,,Coahuila
26954,,Coahuila
26959,,Coahuila
26960,,Coahuila
26963,,Coahuila
26964,,Coahuila
26980,,Coahuila
27000,Torreón,Coahuila
27009,Torreón,Coahuila
27010,Torreón,Coahuila
27013,Torreón,Coahuila
27014,Torreón,Coahuila
27015,Torreón,Coahuila
27016,Torreón,Coahuila
27017,Torreón,Coahuila
27018,Torreón,Coahuila
27018,,Coahuila
27019,Torreón,Coahuila
27020,Torreón,Coahuila
27023,Torreón,Coahuila
27029,Torreón,Coahuila
27030,Torreón,Coahuila
27039,Torreón,Coahuila
27040,Torreón,Coahuila
27050,Torreón,Coahuila
27053,Torreón,Coahuila
27054,Torreón,Coahuila
27054,,Coahuila
27055,Torreón,Coahuila
27056,Torreón,Coahuila
27057,Torreón,Coahuila
27058,Torreón,Coahuila
27059,Torreón,Coahuila
27060,Torreón,Coahuila
27070,Torreón,Coahuila
27073,Torreón,Coahuila
27073,,Coahuila
27080,Torreón,Coahuila
27083,Torreón,Coahuila
27084,Torreón,Coahuila
27085,Torreón,Coahuila
27086,Torreón,Coahuila
27087,Torreón,Coahuila
27088,Torreón,Coahuila
27089,Torreón,Coahuila
27090,Torreón,Coahuila
27096,Torreón,Coahuila
27098,Torreón,Coahuila
27100,Torreón,Coahuila
27103,Torreón,Coahuila
27103,,Coahuila
27104,Torreón,Coahuila
27105,Torreón,Coahuila
27106,Torreón,Coahuila
27107,Torreón,Coahuila
27107,,Coahuila
27108,Torreón,Coahuila
27108,,Coahuila
27110,Torreón,Coahuila
27119,Torreón,Coahuila
27120,Torreón,Coahuila
27130,Torreón,Coahuila
27140,Torreón,Coahuila
27148,Torreón,Coahuila
27150,Torreón,Coahuila
27159,Torreón,Coahuila
27160,Torreón,Coahuila
27167,Torreón,Coahuila
27168,Torreón,Coahuila
27170,Torreón,Coahuila
27180,Torreón,Coahuila
27190,Torreón,Coahuila
27199,Torreón,Coahuila
27200,Torreón,Coahuila
27210,Torreón,Coahuila
27217,Torreón,Coahuila
27220,Torreón,Coahuila
27228,Torreón,Coahuila
27229,Torreón,Coahuila
27230,Torreón,Coahuila
27240,Torreón,Coahuila
27250,Torreón,Coahuila
27258,Torreón,Coahuila
27260,Torreón,Coahuila
27265,Torreón,Coahuila
27266,Torreón,Coahuila
27267,Torreón,Coahuila
27268,Torreón,Coahuila
27269,Torreón,Coahuila
27270,Torreón,Coahuila
27272,Torreón,Coahuila
27273,Torreón,Coahuila
27274,Torreón,Coahuila
27275,Torreón,Coahuila
27276,Torreón,Coahuila
27277,Torreón,Coahuila
27278,Torreón,Coahuila
27279,Torreón,Coahuila
27280,Torreón,Coahuila
27287,Torreón,Coahuila
27289,Torreón,Coahuila
27290,Torreón,Coahuila
27293,Torreón,Coahuila
27294,Torreón,Coahuila
27295,Torreón,Coahuila
27296,Torreón,Coahuila
27297,Torreón,Coahuila
27298,Torreón,Coahuila
27299,Torreón,Coahuila
27300,Torreón,Coahuila
27309,Torreón,Coahuila
27310,Torreón,Coahuila
27320,Torreón,Coahuila
27329,Torreón,Coahuila
27330,Torreón,Coahuila
27338,Torreón,Coahuila
27340,Torreón,Coahuila
27349,Torreón,Coahuila
27350,Torreón,Coahuila
27357,Torreón,Coahuila
27360,Torreón,Coahuila
27364,Torreón,Coahuila
27368,Torreón,Coahuila
27370,Torreón,Coahuila
27376,Torreón,Coahuila
27377,Torreón,Coahuila
27380,Torreón,Coahuila
27390,Torreón,Coahuila
27397,Torreón,Coahuila
27399,Torreón,Coahuila
27400,,Coahuila
27403,,Coahuila
27405,,Coahuila
27406,,Coahuila
27407,,Coahuila
27410,,Coahuila
27412,,Coahuila
27413,,Coahuila
27414,,Coahuila
27415,,Coahuila
27416,,Coahuila
27420,,Coahuila
27422,,Coahuila
27423,,Coahuila
27425,,Coahuila
27426,,Coahuila
27430,,Coahuila
27433,,Coahuila
27434,,Coahuila
27435,,Coahuila
27436,,Coahuila
27438,,Coahuila
27440,Matamoros,Coahuila
27442,Matamoros,Coahuila
27442,,Coahuila
27443,Matamoros,Coahuila
27444,Matamoros,Coahuila
27445,Matamoros,Coahuila
27446,Matamoros,Coahuila
27447,Matamoros,Coahuila
27448,Matamoros,Coahuila
27449,Matamoros,Coahuila
27450,,Coahuila
27452,,Coahuila
27453,,Coahuila
27454,,Coahuila
27455,,Coahuila
27456,,Coahuila
27457,,Coahuila
27458,,Coahuila
27459,,Coahuila
27460,,Coahuila
27463,,Coahuila
27464,,Coahuila
27465,,Coahuila
27466,,Coahuila
27467,,Coahuila
27468,,Coahuila
27470,,Coahuila
27473,,Coahuila
27474,,Coahuila
27475,,Coahuila
27476,,Coahuila
27477,,Coahuila
27478,,Coahuila
27479,,Coahuila
27480,Viesca,Coahuila
27484,,Coahuila
27485,,Coahuila
27486,,Coahuila
27487,,Coahuila
27488,,Coahuila
27489,,Coahuila
27490,,Coahuila
27494,,Coahuila
27498,,Coahuila
27499,,Coahuila
27500,,Coahuila
27502,,Coahuila
27505,,Coahuila
27507,,Coahuila
27508,,Coahuila
27510,,Coahuila
27511,,Coahuila
27514,,Coahuila
27515,,Coahuila
27516,,Coahuila
27517,,Coahuila
27518,,Coahuila
27520,,Coahuila
27521,,Coahuila
27522,,Coahuila
27523,,Coahuila
27524,,Coahuila
27525,,Coahuila
27526,,Coahuila
27527,,Coahuila
27528,,Coahuila
27529,,Coahuila
27530,,Coahuila
27531,,Coahuila
27532,,Coahuila
27533,,Coahuila
27534,,Coahuila
27535,,Coahuila
27536,,Coahuila
27537,,Coahuila
27540,,Coahuila
27543,,Coahuila
27544,,Coahuila
27545,,Coahuila
27546,,Coahuila
27547,,Coahuila
27548,,Coahuila
27550,Nadadores,Coahuila
27560,,Coahuila
27565,,Coahuila
27570,,Coahuila
27575,,Coahuila
27579,,Coahuila
27580,,Coahuila
27586,,Coahuila
27587,,Coahuila
27588,,Coahuila
27600,,Coahuila
27601,,Coahuila
27602,,Coahuila
27603,,Coahuila
27604,,Coahuila
27605,,Coahuila
27606,,Coahuila
27607,,Coahuila
27609,,Coahuila
27610,,Coahuila
27611,,Coahuila
27612,,Coahuila
27613,,Coahuila
27614,,Coahuila
27616,,Coahuila
27618,,Coahuila
27621,,Coahuila
27622,,Coahuila
27623,,Coahuila
27624,,Coahuila
27625,,Coahuila
27626,,Coahuila
27627,,Coahuila
27640,Cuatro Ciénegas de Carranza,Coahuila
27642,Cuatro Ciénegas de Carranza,Coahuila
27643,Cuatro Ciénegas de Carranza,Coahuila
27644,Cuatro Ciénegas de Carranza,Coahuila
27645,,Coahuila
27646,,Coahuila
27650,,Coahuila
27652,,Coahuila
27654,,Coahuila
27655,,Coahuila
27656,,Coahuila
27657,,Coahuila
27660,,Coahuila
27680,,Coahuila
27682,,Coahuila
27684,,Coahuila
27689,,Coahuila
27690,,Coahuila
27695,,Coahuila
27700,,Coahuila
27704,,Coahuila
27720,,Coahuila
27739,,Coahuila
27750,,Coahuila
27755,,Coahuila
27758,,Coahuila
27760,,Coahuila
27800,San Pedro,Coahuila
27804,San Pedro,Coahuila
27805,San Pedro,Coahuila
27810,San Pedro,Coahuila
27811,San Pedro,Coahuila
27812,San Pedro,Coahuila
27813,San Pedro,Coahuila
27820,San Pedro,Coahuila
27822,San Pedro,Coahuila
27823,San Pedro,Coahuila
27830,San Pedro,Coahuila
27838,San Pedro,Coahuila
27839,San Pedro,Coahuila
27840,San Pedro,Coahuila
27845,San Pedro,Coahuila
27846,San Pedro,Coahuila
27847,San Pedro,Coahuila
27848,San Pedro,Coahuila
27850,San Pedro,Coahuila
27860,San Pedro,Coahuila
27863,San Pedro,Coahuila
27870,San Pedro,Coahuila
27880,San Pedro,Coahuila
27890,San Pedro,Coahuila
27900,Francisco I. Madero (Chávez),Coahuila
27902,Francisco I. Madero (Chávez),Coahuila
27904,Francisco I. Madero (Chávez),Coahuila
27905,Francisco I. Madero (Chávez),Coahuila
27906,Francisco I. Madero (Chávez),Coahuila
27907,Francisco I. Madero (Chávez),Coahuila
27908,Francisco I. Madero (Chávez),Coahuila
27911,,Coahuila
27913,,Coahuila
27914,,Coahuila
27915,,Coahuila
27916,,Coahuila
27917,,Coahuila
27918,,Coahuila
27920,,Coahuila
27923,,Coahuila
27924,,Coahuila
27925,,Coahuila
27926,,Coahuila
27927,,Coahuila
27930,,Coahuila
27933,,Coahuila
27934,,Coahuila
27935,,Coahuila
27936,,Coahuila
27937,,Coahuila
27940,,Coahuila
27943,,Coahuila
27944,,Coahuila
27945,,Coahuila
27946,,Coahuila
27948,,Coahuila
27950,,Coahuila
27953,,Coahuila
27954,,Coahuila
27955,,Coahuila
27956,,Coahuila
27957,,Coahuila
27958,,Coahuila
27960,,Coahuila
27965,,Coahuila
27966,,Coahuila
27967,,Coahuila
27970,,Coahuila
27974,,Coahuila
27975,,Coahuila
27976,,Coahuila
27977,,Coahuila
27980,Parras de la Fuente,Coahuila
27983,Parras de la Fuente,Coahuila
27984,Parras de la Fuente,Coahuila
27985,Parras de la Fuente,Coahuila
27986,Parras de la Fuente,Coahuila
27987,Parras de la Fuente,Coahuila
27988,Parras de la Fuente,Coahuila
27989,Parras de la Fuente,Coahuila
27990,,Coahuila
27991,,Coahuila
27992,,Coahuila
27993,,Coahuila
27994,,Coahuila
27995,,Coahuila
27996,,Coahuila
27997,,Coahuila
28000,Colima,Colima
28010,Colima,Colima
28014,Colima,Colima
28016,Colima,Colima
28017,Colima,Colima
28018,Colima,Colima
28019,Colima,Colima
28020,Colima,Colima
28023,Colima,Colima
28025,Colima,Colima
28030,Colima,Colima
28035,Colima,Colima
28037,Colima,Colima
28040,Colima,Colima
28043,Colima,Colima
28044,Colima,Colima
28045,Colima,Colima
28046,Colima,Colima
28047,Colima,Colima
28048,Colima,Colima
28048,,Colima
28050,Colima,Colima
28060,Colima,Colima
28063,Colima,Colima
28067,Colima,Colima
28070,Colima,Colima
28075,Colima,Colima
28077,Colima,Colima
28078,Colima,Colima
28079,Colima,Colima
28080,Colima,Colima
28085,Colima,Colima
28085,,Colima
28089,Colima,Colima
28090,Colima,Colima
28100,Tecomán,Colima
28110,Tecomán,Colima
28113,Tecomán,Colima
28114,Tecomán,Colima
28120,Tecomán,Colima
28123,Tecomán,Colima
28130,Tecomán,Colima
28133,Tecomán,Colima
28134,Tecomán,Colima
28140,Tecomán,Colima
28143,Tecomán,Colima
28150,Tecomán,Colima
28159,Tecomán,Colima
28160,Tecomán,Colima
28170,Tecomán,Colima
28180,Tecomán,Colima
28184,Tecomán,Colima
28189,Tecomán,Colima
28190,Tecomán,Colima
28200,Manzanillo,Colima
28209,Manzanillo,Colima
28218,Manzanillo,Colima
28218,,Colima
28219,Manzanillo,Colima
28230,Manzanillo,Colima
28236,Manzanillo,Colima
28237,Manzanillo,Colima
28238,Manzanillo,Colima
28239,Manzanillo,Colima
28240,Manzanillo,Colima
28250,Manzanillo,Colima
28259,Manzanillo,Colima
28260,Manzanillo,Colima
28269,Manzanillo,Colima
28270,Manzanillo,Colima
28278,Manzanillo,Colima
28279,Manzanillo,Colima
28300,Ciudad de Armería,Colima
28304,Ciudad de Armería,Colima
28305,Ciudad de Armería,Colima
28306,Ciudad de Armería,Colima
28307,Ciudad de Armería,Colima
28310,,Colima
28313,,Colima
28315,,Colima
28317,,Colima
28320,,Colima
28330,,Colima
28340,,Colima
28350,,Colima
28400,,Colima
28402,,Colima
28403,,Colima
28405,,Colima
28410,,Colima
28413,,Colima
28414,,Colima
28420,,Colima
28424,,Colima
28450,,Colima
28452,,Colima
28454,,Colima
28455,,Colima
28456,,Colima
28459,,Colima
28460,,Colima
28461,,Colima
28464,,Colima
28466,,Colima
28500,,Colima
28504,,Colima
28506,,Colima
28507,,Colima
28510,,Colima
28513,,Colima
28515,,Colima
28516,,Colima
28520,,Colima
28521,,Colima
28523,,Colima
28530,,Colima
28531,,Colima
28550,,Colima
28553,,Colima
28555,,Colima
28557,,Colima
28590,,Colima
28597,,Colima
28599,,Colima
28600,,Colima
28610,,Colima
28613,,Colima
28620,,Colima
28626,,Colima
28627,,Colima
28628,,Colima
28629,,Colima
28630,,Colima
28633,,Colima
28634,,Colima
28635,,Colima
28640,,Colima
28645,,Colima
28646,,Colima
28647,,Colima
28655,,Colima
28656,,Colima
28700,,Colima
28703,,Colima
28704,,Colima
28705,,Colima
28720,,Colima
28724,,Colima
28730,,Colima
28733,,Colima
28734,,Colima
28735,,Colima
28736,,Colima
28750,,Colima
28760,,Colima
28764,,Colima
28765,,Colima
28766,,Colima
28767,,Colima
28770,,Colima
28772,,Colima
28773,,Colima
28774,,Colima
28780,,Colima
28784,,Colima
28800,,Colima
28807,,Colima
28808,,Colima
28809,,Colima
28810,,Colima
28812,,Colima
28813,,Colima
28814,,Colima
28815,,Colima
28820,,Colima
28826,,Colima
28830,,Colima
28833,,Colima
28834,,Colima
28836,,Colima
28838,,Colima
28840,,Colima
28850,,Colima
28855,,Colima
28860,Manzanillo,Colima
28863,Manzanillo,Colima
28864,Manzanillo,Colima
28865,Manzanillo,Colima
28865,,Colima
28867,Manzanillo,Colima
28868,Manzanillo,Colima
28869,Manzanillo,Colima
28870,,Colima
28872,,Colima
28880,,Colima
28885,,Colima
28886,,Colima
28900,,Colima
28910,,Colima
28915,,Colima
28920,,Colima
28923,,Colima
28929,,Colima
28930,,Colima
28934,,Colima
28935,,Colima
28936,,Colima
28937,,Colima
28938,,Colima
28940,,Colima
28944,,Colima
28945,,Colima
28947,,Colima
28950,,Colima
28952,,Colima
28955,,Colima
28958,,Colima
28959,,Colima
28960,,Colima
28963,,Colima
28965,,Colima
28968,,Colima
28970,Ciudad de Villa de Álvarez,Colima
28973,Ciudad de Villa de Álvarez,Colima
28974,Ciudad de Villa de Álvarez,Colima
28975,Ciudad de Villa de Álvarez,Colima
28976,Ciudad de Villa de Álvarez,Colima
28977,Ciudad de Villa de Álvarez,Colima
28978,Ciudad de Villa de Álvarez,Colima
28979,Ciudad de Villa de Álvarez,Colima
28980,Ciudad de Villa de Álvarez,Colima
28982,Ciudad de Villa de Álvarez,Colima
28983,Ciudad de Villa de Álvarez,Colima
28984,Ciudad de Villa de Álvarez,Colima
28985,Ciudad de Villa de Álvarez,Colima
28986,Ciudad de Villa de Álvarez,Colima
28987,Ciudad de Villa de Álvarez,Colima
28988,Ciudad de Villa de Álvarez,Colima
28989,Ciudad de Villa de Álvarez,Colima
29000,Tuxtla Gutiérrez,Chiapas
29010,Tuxtla Gutiérrez,Chiapas
29014,Tuxtla Gutiérrez,Chiapas
29016,Tuxtla Gutiérrez,Chiapas
29017,Tuxtla Gutiérrez,Chiapas
29018,Tuxtla Gutiérrez,Chiapas
29019,Tuxtla Gutiérrez,Chiapas
29020,Tuxtla Gutiérrez,Chiapas
29023,Tuxtla Gutiérrez,Chiapas
29024,Tuxtla Gutiérrez,Chiapas
29025,Tuxtla Gutiérrez,Chiapas
29026,Tuxtla Gutiérrez,Chiapas
29027,Tuxtla Gutiérrez,Chiapas
29028,Tuxtla Gutiérrez,Chiapas
29030,Tuxtla Gutiérrez,Chiapas
29034,Tuxtla Gutiérrez,Chiapas
29037,Tuxtla Gutiérrez,Chiapas
29038,Tuxtla Gutiérrez,Chiapas
29039,Tuxtla Gutiérrez,Chiapas
29040,Tuxtla Gutiérrez,Chiapas
29044,Tuxtla Gutiérrez,Chiapas
29045,Tuxtla Gutiérrez,Chiapas
29047,Tuxtla Gutiérrez,Chiapas
29049,Tuxtla Gutiérrez,Chiapas
29050,Tuxtla Gutiérrez,Chiapas
29053,Tuxtla Gutiérrez,Chiapas
29054,Tuxtla Gutiérrez,Chiapas
29055,Tuxtla Gutiérrez,Chiapas
29056,Tuxtla Gutiérrez,Chiapas
29057,Tuxtla Gutiérrez,Chiapas
29058,Tuxtla Gutiérrez,Chiapas
29059,Tuxtla Gutiérrez,Chiapas
29060,Tuxtla Gutiérrez,Chiapas
29064,Tuxtla Gutiérrez,Chiapas
29065,Tuxtla Gutiérrez,Chiapas
29066,Tuxtla Gutiérrez,Chiapas
29067,Tuxtla Gutiérrez,Chiapas
29070,Tuxtla Gutiérrez,Chiapas
29073,Tuxtla Gutiérrez,Chiapas
29075,Tuxtla Gutiérrez,Chiapas
29076,Tuxtla Gutiérrez,Chiapas
29077,Tuxtla Gutiérrez,Chiapas
29078,Tuxtla Gutiérrez,Chiapas
29080,Tuxtla Gutiérrez,Chiapas
29086,Tuxtla Gutiérrez,Chiapas
29087,Tuxtla Gutiérrez,Chiapas
29089,Tuxtla Gutiérrez,Chiapas
29090,Tuxtla Gutiérrez,Chiapas
29094,Tuxtla Gutiérrez,Chiapas
29096,Tuxtla Gutiérrez,Chiapas
29098,Tuxtla Gutiérrez,Chiapas
29100,,Chiapas
29112,,Chiapas
29120,,Chiapas
29125,,Chiapas
29127,,Chiapas
29129,,Chiapas
29130,,Chiapas
29133,,Chiapas
29136,,Chiapas
29140,Ocozocoautla de Espinosa,Chiapas
29142,,Chiapas
29143,,Chiapas
29144,,Chiapas
29145,,Chiapas
29146,,Chiapas
29147,,Chiapas
29148,,Chiapas
29149,,Chiapas
29150,,Chiapas
29151,,Chiapas
29160,Chiapa de Corzo,Chiapas
29163,Chiapa de Corzo,Chiapas
29164,Chiapa de Corzo,Chiapas
29165,Chiapa de Corzo,Chiapas
29166,,Chiapas
29167,,Chiapas
29168,,Chiapas
29169,,Chiapas
29170,,Chiapas
29174,,Chiapas
29176,,Chiapas
29177,,Chiapas
29178,,Chiapas
29179,,Chiapas
29180,,Chiapas
29183,,Chiapas
29190,,Chiapas
29191,,Chiapas
29193,,Chiapas
29200,San Cristóbal de las Casas,Chiapas
29210,San Cristóbal de las Casas,Chiapas
29213,San Cristóbal de las Casas,Chiapas
29215,San Cristóbal de las Casas,Chiapas
29216,San Cristóbal de las Casas,Chiapas
29217,San Cristóbal de las Casas,Chiapas
29218,San Cristóbal de las Casas,Chiapas
29220,San Cristóbal de las Casas,Chiapas
29223,San Cristóbal de las Casas,Chiapas
29230,San Cristóbal de las Casas,Chiapas
29233,San Cristóbal de las Casas,Chiapas
29235,San Cristóbal de las Casas,Chiapas
29236,San Cristóbal de las Casas,Chiapas
29239,San Cristóbal de las Casas,Chiapas
29240,San Cristóbal de las Casas,Chiapas
29242,San Cristóbal de las Casas,Chiapas
29243,San Cristóbal de las Casas,Chiapas
29244,San Cristóbal de las Casas,Chiapas
29246,San Cristóbal de las Casas,Chiapas
29247,San Cristóbal de las Casas,Chiapas
29249,San Cristóbal de las Casas,Chiapas
29250,San Cristóbal de las Casas,Chiapas
29254,San Cristóbal de las Casas,Chiapas
29255,San Cristóbal de las Casas,Chiapas
29256,San Cristóbal de las Casas,Chiapas
29258,San Cristóbal de las Casas,Chiapas
29259,San Cristóbal de las Casas,Chiapas
29260,San Cristóbal de las Casas,Chiapas
29263,San Cristóbal de las Casas,Chiapas
29264,San Cristóbal de las Casas,Chiapas
